gpu_uuid,gpu_name,elapsed_seconds,throughput_tflops,timestamp,utilization_percent,temperature_c,power_w,sm_clock_mhz,memory_clock_mhz
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,302.6870074272156,20.07281906863276,2026/09/22 22:53:58.093,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,307.7341272830963,20.04537568321184,2026/09/22 22:54:03.136,0,49,32.67,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,312.775671005249,20.282659768854984,2026/09/22 22:54:08.181,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,317.82479786872864,20.05119827001297,2026/09/22 22:54:13.226,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,322.8664436340332,20.155702443219003,2026/09/22 22:54:18.272,3,49,32.08,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,327.9101810455322,20.2130762527864,2026/09/22 22:54:23.313,0,49,28.23,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,332.9519097805023,20.23166693215861,2026/09/22 22:54:28.357,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,337.994366645813,20.15019419809317,2026/09/22 22:54:33.399,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,343.0423493385315,20.06133078590803,2026/09/22 22:54:38.445,0,49,32.56,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,348.08658480644226,20.205537257969617,2026/09/22 22:54:43.491,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,353.1294479370117,20.211114443698477,2026/09/22 22:54:48.533,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,358.17456674575806,20.22144794448279,2026/09/22 22:54:53.576,0,49,31.98,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,363.21630859375,20.21370946314205,2026/09/22 22:54:58.621,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,368.2609574794769,20.2071355185518,2026/09/22 22:55:03.663,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,373.30305099487305,20.262433756343125,2026/09/22 22:55:08.708,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,378.3478374481201,20.01140843483752,2026/09/22 22:55:13.753,0,49,41.87,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,383.3940808773041,20.228909496857653,2026/09/22 22:55:18.794,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,388.43514370918274,20.26249947631389,2026/09/22 22:55:23.841,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,393.4822628498077,20.214937350987903,2026/09/22 22:55:28.883,0,49,35.21,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,398.52393198013306,19.943968612026666,2026/09/22 22:55:33.930,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,403.567684173584,20.286201376931853,2026/09/22 22:55:38.971,0,49,28.23,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,408.6126778125763,20.1296918397379,2026/09/22 22:55:44.015,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,413.6536023616791,20.14740576303967,2026/09/22 22:55:49.059,0,49,44.11,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,418.6944210529328,20.21560041296539,2026/09/22 22:55:54.100,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,423.74425530433655,20.174300216494142,2026/09/22 22:55:59.144,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,428.78627371788025,20.210255528893036,2026/09/22 22:56:04.192,0,49,37.36,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,433.82928705215454,20.195516759840004,2026/09/22 22:56:09.233,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,438.8714077472687,20.202080176100758,2026/09/22 22:56:14.277,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,443.9127757549286,20.23687416140571,2026/09/22 22:56:19.318,0,49,31.69,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,448.9577338695526,20.186929314750376,2026/09/22 22:56:24.360,0,49,28.23,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,453.999986410141,20.1982324460341,2026/09/22 22:56:29.405,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,459.0476815700531,20.11765543692981,2026/09/22 22:56:34.450,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,464.0886898040772,20.02198785755709,2026/09/22 22:56:39.494,0,49,39.8,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,469.130916595459,20.17695095690742,2026/09/22 22:56:44.535,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,474.17833042144775,20.243208070841156,2026/09/22 22:56:49.579,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,479.2244200706482,20.200542096112144,2026/09/22 22:56:54.629,0,49,32.77,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,484.2692489624024,20.180595010878832,2026/09/22 22:56:59.671,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,489.3105382919312,20.053600230835443,2026/09/22 22:57:04.716,6,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,494.3586056232453,19.951108013864395,2026/09/22 22:57:09.762,0,49,31.39,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,499.40097284317017,20.14028753027675,2026/09/22 22:57:14.806,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,504.4470760822296,20.20797634098944,2026/09/22 22:57:19.848,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,509.489581823349,20.216088073935374,2026/09/22 22:57:24.894,0,49,30.99,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,514.5360269546509,20.08180849221165,2026/09/22 22:57:29.937,0,49,32.16,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,519.5777938365936,20.249343073359157,2026/09/22 22:57:34.983,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,524.6236481666565,20.23761018099949,2026/09/22 22:57:40.025,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,529.672191619873,19.72205148117029,2026/09/22 22:57:45.074,0,49,37.87,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,534.7169449329376,20.266954493215728,2026/09/22 22:57:50.119,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,539.7602119445801,20.07687431073803,2026/09/22 22:57:55.164,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,544.8052668571472,20.188489046777995,2026/09/22 22:58:00.208,0,49,37.38,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,549.8468370437622,20.227275044183788,2026/09/22 22:58:05.252,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,554.8909494876862,20.126437497051715,2026/09/22 22:58:10.294,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,559.9370667934418,20.23513116953362,2026/09/22 22:58:15.342,0,49,33.35,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,564.9796841144562,20.246318353227444,2026/09/22 22:58:20.384,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,570.0202867984772,20.233328902906845,2026/09/22 22:58:25.426,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,575.0648348331451,20.021532849471125,2026/09/22 22:58:30.470,0,49,30.9,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,580.1088182926178,20.033022302947405,2026/09/22 22:58:35.512,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,585.1494987010956,20.09377558588452,2026/09/22 22:58:40.556,3,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,590.19185090065,20.21145624646089,2026/09/22 22:58:45.597,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,595.233823299408,20.241932028009423,2026/09/22 22:58:50.639,0,49,40.79,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,600.2756636142731,20.212463889010124,2026/09/22 22:58:55.681,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,605.316921710968,20.08118938562568,2026/09/22 22:59:00.723,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,610.368013381958,20.10877512079856,2026/09/22 22:59:05.767,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,615.4106953144073,20.25894822028431,2026/09/22 22:59:10.815,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,620.4547364711761,20.012993615657603,2026/09/22 22:59:15.857,1,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,625.49569439888,20.21865462739624,2026/09/22 22:59:20.902,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,630.5408596992493,20.17532488972781,2026/09/22 22:59:25.943,0,49,43.33,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,635.5816440582275,20.19934861224238,2026/09/22 22:59:30.987,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,640.6245136260986,20.194682909156903,2026/09/22 22:59:36.029,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,645.6694979667664,20.093696267406937,2026/09/22 22:59:41.075,0,49,34.34,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,650.7108597755432,20.083261045954583,2026/09/22 22:59:46.117,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,655.7549917697906,20.283405110256435,2026/09/22 22:59:51.158,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,660.796924829483,20.14347549903858,2026/09/22 22:59:56.202,0,49,31.09,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,665.8393831253052,20.253902740802783,2026/09/22 23:00:01.244,0,49,36.41,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,670.8858373165131,20.172150518633657,2026/09/22 23:00:06.287,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,675.9278256893158,20.15673409583831,2026/09/22 23:00:11.332,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,680.9685335159302,20.223783737480925,2026/09/22 23:00:16.374,0,49,33.25,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,686.0120372772217,20.210207978140424,2026/09/22 23:00:21.416,6,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,691.0595564842224,19.985977931283845,2026/09/22 23:00:26.461,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,696.1024158000946,20.172117950645703,2026/09/22 23:00:31.507,0,49,31.09,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,701.1442739963531,20.23222089229633,2026/09/22 23:00:36.549,0,49,31.27,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,706.1873645782471,20.218595140168468,2026/09/22 23:00:41.593,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,711.2320139408112,20.25224037282037,2026/09/22 23:00:46.634,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,716.279105424881,20.232718290900003,2026/09/22 23:00:51.683,6,49,41.87,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,721.3222234249115,20.26477305325927,2026/09/22 23:00:56.726,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,726.3706269264221,20.071672872170485,2026/09/22 23:01:01.773,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,731.4140472412109,20.13823064600985,2026/09/22 23:01:06.819,0,49,39.03,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,736.4553816318512,20.29884209372398,2026/09/22 23:01:11.861,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,741.4967555999756,20.14295000469919,2026/09/22 23:01:16.903,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,746.5381441116333,20.19198597591498,2026/09/22 23:01:21.944,0,49,28.23,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,751.5830340385437,20.18785741517359,2026/09/22 23:01:26.985,6,49,42.76,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,756.6242988109589,20.16451184286972,2026/09/22 23:01:32.030,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,761.6711139678955,20.14349911713401,2026/09/22 23:01:37.076,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,766.711882352829,20.256037059996856,2026/09/22 23:01:42.118,0,49,37.38,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,771.7546689510345,20.27195265677586,2026/09/22 23:01:47.159,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,776.8001580238342,20.179525359644,2026/09/22 23:01:52.204,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,781.8424360752106,20.27094505311556,2026/09/22 23:01:57.247,0,49,31.09,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,786.8857553005219,20.165644996547343,2026/09/22 23:02:02.289,6,49,34.34,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,791.927013874054,20.13474051081122,2026/09/22 23:02:07.333,0,49,28.14,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,796.9913759231567,19.861926975786385,2026/09/22 23:02:12.389,0,49,29.21,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,802.0412640571594,20.13573756903889,2026/09/22 23:02:17.439,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,807.0870110988617,19.993170713168382,2026/09/22 23:02:22.491,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,812.1345391273499,20.19089731943467,2026/09/22 23:02:27.536,0,49,28.24,585,5000
GPU-a98bf6a6-5b25-331d-3b55-5cc9697e4e0d,Tesla T4,817.1777012348175,20.191357091790078,2026/09/22 23:02:32.582,4,50,36.96,585,5000
