elapsed_seconds,throughput_tflops,telemetry
1104.7125656604767,20.179839428406993,"['2026/09/22 23:07:20.115', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1109.7603952884674,20.190482059392636,"['2026/09/22 23:07:25.163', ' 6', ' 49', ' 28.16', ' 585', ' 5000']"
1114.8026537895203,20.07272818861444,"['2026/09/22 23:07:30.207', ' 0', ' 49', ' 36.69', ' 585', ' 5000']"
1119.843789100647,20.180058689422776,"['2026/09/22 23:07:35.249', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1124.8887495994568,20.001058485468462,"['2026/09/22 23:07:40.291', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1129.9306027889252,20.118965925230707,"['2026/09/22 23:07:45.336', ' 0', ' 49', ' 32.18', ' 585', ' 5000']"
1134.9836766719818,20.003672627205034,"['2026/09/22 23:07:50.381', ' 0', ' 49', ' 28.24', ' 585', ' 5000']"
1140.0256838798523,20.08998955336522,"['2026/09/22 23:07:55.431', ' 6', ' 49', ' 28.26', ' 585', ' 5000']"
1145.0683822631836,20.098477068962556,"['2026/09/22 23:08:00.473', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1150.111893415451,20.212740340082593,"['2026/09/22 23:08:05.516', ' 0', ' 49', ' 39.25', ' 585', ' 5000']"
1155.1548144817352,20.176000164236196,"['2026/09/22 23:08:10.560', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1160.1995058059692,19.86855105263623,"['2026/09/22 23:08:15.604', ' 0', ' 49', ' 28.14', ' 585', ' 5000']"
1165.2415885925293,20.180722428104247,"['2026/09/22 23:08:20.647', ' 0', ' 49', ' 37.67', ' 585', ' 5000']"
1170.2879111766815,20.1764888784437,"['2026/09/22 23:08:25.689', ' 0', ' 49', ' 28.14', ' 585', ' 5000']"
1175.3295650482178,20.19770112339746,"['2026/09/22 23:08:30.735', ' 2', ' 49', ' 28.16', ' 585', ' 5000']"
1180.3767070770264,20.03877051490798,"['2026/09/22 23:08:35.779', ' 0', ' 49', ' 33.17', ' 585', ' 5000']"
1185.4185457229614,19.90727540416824,"['2026/09/22 23:08:40.824', ' 0', ' 49', ' 28.16', ' 585', ' 5000']"
1190.4671158790588,20.210591359011772,"['2026/09/22 23:08:45.865', ' 0', ' 49', ' 28.14', ' 585', ' 5000']"
1195.509230852127,20.109834341762145,"['2026/09/22 23:08:50.914', ' 0', ' 49', ' 33.35', ' 585', ' 5000']"
